L_inf,L_1,L_2
7.30462646484375,105.9285888671875,16.238764767953352
15.628674507141113,239.36778664588928,41.06905388377043
12.932693481445312,95.90260314941406,22.646567453919406
18.91551779746078,155.60993101564236,40.75208386225393
15.109077453613281,109.33393859863281,30.24818269045177
14.82918401574716,70.37078932719305,25.80695739559389
17.478118896484375,65.53469848632812,30.504680767376954
31.305058620870113,127.87323955446482,53.53760839941987
8.1144198179245,18.84810757637024,9.881756213419376
6.0357756316661835,20.532937347888947,8.96009391589355
8.23791953921318,8.272083908319473,8.237990382287826
7.181455306708813,16.35316378250718,8.764582914780465
7.6168252825737,19.262366726994514,10.137817470629399
5.673290252685547,18.600509643554688,8.47756758773321
5.00006103515625,13.750732421875,6.842193576224644
6.333334803581238,6.333334803581238,6.333334803581238
5.231928810477257,12.86818940937519,6.490319885787355
9.583975315093994,9.583975315093994,9.583975315093994
15.341232120990753,28.132899463176727,17.824057967414763
17.333160400390625,28.333038330078125,20.52890069959168
10.484670460224152,26.401923775672913,15.517539582327004
25.287881538271904,58.13949206471443,34.41937750019481
16.706817626953125,63.683738708496094,29.11901137601387
12.236572265625,46.081356048583984,18.765567787546072
7.0775919642765075,59.20281130913645,16.078943123690564
9.906831741333008,69.52552127838135,17.9223959569419
4.8665771484375,63.7918701171875,13.083118160631257
2.2183837890625,41.81982421875,7.700556557066876
6.487861633300781,75.81602668762207,13.259394452642985
3.4404449462890625,69.86332702636719,10.26807063974633
8.2991943359375,157.4659423828125,24.05042221751774
3.1145706176757812,60.96885681152344,9.743827118742226
4.351786005543545,70.30734095000662,12.837284328742177
9.25634765625,61.958984375,15.2187539674413
6.134796142578125,40.15327453613281,11.19235799446305
12.578826904296875,68.24732971191406,24.20537356398097
15.51754666119814,48.69081272184849,21.209480628729317
4.98486328125,19.02685546875,7.159190211082158
8.627630233764648,26.02336311340332,11.287884725620845
16.81805419921875,16.81805419921875,16.81805419921875
21.83332920074463,21.83332920074463,21.83332920074463
2.517333984375,6.218994140625,3.327684659885421
0.5000000004656613,0.5000000004656613,0.5000000004656613
10.914860248565674,32.136223793029785,16.845414529895127
7.9218902587890625,13.372268676757812,8.435943168086832
0.5000057220458984,0.5000057220458984,0.5000057220458984
7.264175623655319,14.294926106929779,8.323569455360118
3.8031113743782043,10.836912840604782,5.40274141351147
3.6581311523914337,12.023890510201454,5.673754995366946
13.82354736328125,19.923580169677734,14.92315831325445
3.52734375,10.6962890625,4.494905183787147
4.615187913179398,14.294354140758514,6.8007151736826845
10.236203968524933,40.22293800115585,18.41541323194633
17.88762092590332,47.37504291534424,25.68098390756278
14.674004912376404,60.20968163013458,25.607457732738023
13.449118949472904,73.38422095775604,24.927826437370758
7.496101379394531,92.4063720703125,22.21788564366651
11.2216796875,130.73388671875,25.326617102476167
5.5950927734375,123.857666015625,18.90270505647742
